Building,ROOM,Type,Dept,Class,Title,Meeting_Dates,Meeting Days,Meeting_Times,Room_Capacity,Max_Enrl,Actual_Enrl,,,
NH,8,CL,GENERAL POOL CLASSROOM,EC 480/ 580,MATHEMATICAL ECON,Sep 26-Dec 10,TR,1400-1550,35,35,14,,,
NH,8,CL,GENERAL POOL CLASSROOM,CH 284,GEN CHEM WORKSHOP I,Sep 26-Dec 10,W,1600-1800,35,10,11,,,
,,,,,,,,,,,,,,
NH,241,CL,GENERAL POOL CLASSROOM,SW 555,SW PERSPECTIVES MH DISORDERS,Sep 26-Dec 10,M,1730-2020,35,32,32,,,
NH,241,CL,GENERAL POOL CLASSROOM,ASL 201,SECOND-YEAR ASL TM1,Sep 26-Dec 10,MW,0800-0950,35,28,23,,,
NH,241,CL,GENERAL POOL CLASSROOM,ENG 372U,TOP: NAT AMERICAN WOMEN WRTRS,Sep 26-Dec 10,MW,1130-1235,35,35,25,,,
NH,241,CL,GENERAL POOL CLASSROOM,ENG 343U,ROMANTICISM,Sep 26-Dec 10,MW,1400-1550,35,35,30,,,
NH,241,CL,GENERAL POOL CLASSROOM,PHE 370,APPLIED KINESIOLOGY,Sep 26-Dec 10,MWF,1015-1120,35,35,14,,,
NH,241,CL,GENERAL POOL CLASSROOM,PHE 340,MOTOR LEARNING,Sep 26-Dec 10,MWF,1245-1350,35,35,12,,,
NH,241,CL,GENERAL POOL CLASSROOM,HSMP 541/ 641/ PAH 541/641/ SOPH 03,ORG BEHAVIOR HLTH,Sep 26-Dec 10,R,1600-1830,35,30,26,,,
NH,241,CL,GENERAL POOL CLASSROOM,CI 580,THEORY OF INSTRUCTN,Sep 26-Dec 10,R,1840-2120,35,25,20,,,
NH,241,CL,GENERAL POOL CLASSROOM,HSMP 588/ PAH 588/ SOPH 03,PROG EVAL/MGMT HLTH,Sep 26-Dec 10,T,1600-1830,35,35,25,,,
NH,241,CL,GENERAL POOL CLASSROOM,BA 521,LEADERSHIP DEV & ASSESSMENT,Nov 01-Dec 06,TR,1000-1150,35,35,31,,,
NH,241,CL,GENERAL POOL CLASSROOM,ENG 507,SEM: FORMS OF THE NOVEL,Sep 26-Dec 10,TR,1200-1350,35,12,5,,,
NH,241,CL,GENERAL POOL CLASSROOM,ENG 344U,VICTORIAN LITERATURE,Sep 26-Dec 10,TR,1400-1550,35,35,19,,,
NH,241,CL,GENERAL POOL CLASSROOM,MIM 568,MANAGE INFO TECH GLOBALLY,Sep 26-Dec 10,W,1600-1800,35,35,35,,,
NH,241,CL,GENERAL POOL CLASSROOM,COUN 531,FOUND ADDICTIONS COUN,Sep 26-Dec 10,W,1840-2120,35,35,25,,,
,,,,,,,,,,,,,,
NH,307,CL,GENERAL POOL CLASSROOM/ MATH,LING 432/ 532,SOCIOLINGUISTICS,Sep 26-Dec 10,MW,1400-1550,36,15,16,,,
NH,307,CL,GENERAL POOL CLASSROOM/ MATH,MTH 211,ELEMENTARY MATH I,Sep 26-Dec 10,MW,1640-1830,36,35,27,,,
NH,307,CL,GENERAL POOL CLASSROOM/ MATH,MTH 211,ELEMENTARY MATH I,Sep 26-Dec 10,MWF,0900-1005,36,35,32,,,
NH,307,CL,GENERAL POOL CLASSROOM/ MATH,SPAN 341,PRE-MOD CULT & LlT FOUNDATIONS,Sep 26-Dec 10,MWF,1015-1120,36,30,10,,,
NH,307,CL,GENERAL POOL CLASSROOM/ MATH,MTH 346,NUMBER THEORY,Sep 26-Dec 10,MWF,1245-1350,36,30,26,,,
NH,307,CL,GENERAL POOL CLASSROOM/ MATH,PHE 448,HLTH ED TECH/STRAT,Sep 26-Dec 10,TR,0800-0950,36,35,31,,,
NH,307,CL,GENERAL POOL CLASSROOM/ MATH,UNST 124E,SUSTAINABILITY,Sep 26-Dec 10,TR,1000-1150,36,36,36,,,
NH,307,CL,GENERAL POOL CLASSROOM/ MATH,MTH 211,ELEMENTARY MATH I,Sep 26-Dec 10,TR,1200-1350,36,35,28,,,
NH,307,CL,GENERAL POOL CLASSROOM/ MATH,PA 311U,INTRO CIVIC ENGAGEMENT,Sep 26-Dec 10,TR,1400-1550,36,35,15,,,
NH,307,CL,GENERAL POOL CLASSROOM/ MATH,MTH 212,ELEMENTARY MATH II,Sep 26-Dec 10,TR,1640-1830,36,35,22,,,
NH,307,CL,GENERAL POOL CLASSROOM/ MATH,ELP 542,INT TO SERVCE-LRNG: COMM ENGMT,Oct 19-Nov 30,W,1840-2120,36,20,16,,,
,,,,,,,,,,,,,,
PKM,201,CL,GENERAL POOL CLASSROOM,ENG 320U,ENGLISH NOVEL I,Sep 26-Dec 10,M,1730-2110,36,35,16,,,
PKM,201,CL,GENERAL POOL CLASSROOM,UNST 236C,INTERPRETING THE PAST,Sep 26-Dec 10,MW,0855-1010,36,36,33,,,
PKM,201,CL,GENERAL POOL CLASSROOM,ENG 351U,AFRICAN/AMER LIT,Sep 26-Dec 10,MW,1400-1550,36,35,26,,,
PKM,201,CL,GENERAL POOL CLASSROOM,CH 221H,HONORS GENERAL CHEMISTRY I,Sep 26-Dec 10,MWF,1015-1120,36,34,35,,,
PKM,201,CL,GENERAL POOL CLASSROOM,FR 301,THIRD-YEAR FRENCH TM1,Sep 26-Dec 10,MWF,1130-1235,36,25,29,,,
PKM,201,CL,GENERAL POOL CLASSROOM,ENG 449/ 449H/ 549,ADV TOP: COMICS THEORY,Sep 26-Dec 10,TR,1000-1150,36,30,29,,,
PKM,201,CL,GENERAL POOL CLASSROOM,FR 201,SECOND-YEAR FRENCH TM1,Sep 26-Dec 10,TR,1200-1350,36,28,27,,,
PKM,201,CL,GENERAL POOL CLASSROOM,ENG 341U,RENAISSANCE LITERATURE,Sep 26-Dec 10,TR,1400-1550,36,35,25,,,
PKM,201,CL,GENERAL POOL CLASSROOM,BI 486,PATHOGENIC BACTERIOLOGY,Sep 26-Dec 10,TR,1640-1830,36,36,38,,,
,,,,,,,,,,,,,,
SEH,108,CL,GENERAL POOL CLASSROOM/ UNIV HONORS,BA 522,COMMUNICATIONS FOR LEADERS,Sep 26-Dec 10,M,1015-1120,36,35,32,,,
SEH,108,CL,GENERAL POOL CLASSROOM/ UNIV HONORS,WS 330U,WOMEN OF COLOR IN US,Sep 26-Dec 10,M,1730-2110,36,35,33,,,
SEH,108,CL,GENERAL POOL CLASSROOM/ UNIV HONORS,WS 306U,GLBL GEN ISS: REPRDCTV JUSTICE,Sep 26-Dec 10,MW,1400-1550,36,35,32,,,
SEH,108,CL,GENERAL POOL CLASSROOM/ UNIV HONORS,HON 101,THE GLOBAL CITY,Sep 26-Dec 10,MWF,0900-1005,36,30,30,,,
SEH,108,CL,GENERAL POOL CLASSROOM/ UNIV HONORS,HON 101,THE GLOBAL CITY,Sep 26-Dec 10,MWF,1130-1235,36,32,32,,,
SEH,108,CL,GENERAL POOL CLASSROOM/ UNIV HONORS,COUN 531,FOUND ADDICTIONS COUN,Sep 26-Dec 10,R,1600-1830,36,35,31,,,
SEH,108,CL,GENERAL POOL CLASSROOM/ UNIV HONORS,ELP 324U,INTRO TO SPIRITUAL LEADERSHIP,Sep 26-Dec 10,T,1600-1830,36,25,15,,,
SEH,108,CL,GENERAL POOL CLASSROOM/ UNIV HONORS,ENG 201,SHAKESPEARE,Sep 26-Dec 10,TR,1000-1150,36,35,30,,,
SEH,108,CL,GENERAL POOL CLASSROOM/ UNIV HONORS,HON 101,THE GLOBAL CITY,Sep 26-Dec 10,TR,1200-1350,36,32,28,,,
SEH,108,CL,GENERAL POOL CLASSROOM/ UNIV HONORS,ENG 372U/ WS 372U,"TOP: LIT, GENDER AND SEXUALITY",Sep 26-Dec 10,TR,1400-1550,36,35,17,,,
SEH,108,CL,GENERAL POOL CLASSROOM/ UNIV HONORS,CR 410/ 510,TOP: INTERNATIONAL HMN RTS&CR,Sep 26-Dec 10,W,1730-2110,36,35,14,,,
,,,,,,,,,,,,,,
FAB,170,CL,GENERAL POOL CLASSROOM/ GSE,ED 509,PRAC: SPECIAL EDUCATION,Sep 26-Dec 10,M,1630-1830,38,25,20,,,
FAB,170,CL,GENERAL POOL CLASSROOM/ GSE,BST 467U,AFRICAN DEVELOPMENT ISSUES,Sep 26-Dec 10,MW,1400-1550,38,38,45,,,
FAB,170,CL,GENERAL POOL CLASSROOM/ GSE,CHN 101,FIRST-YEAR CHINESE TM1,Sep 26-Dec 10,MWF,1000-1130,38,28,17,,,
FAB,170,CL,GENERAL POOL CLASSROOM/ GSE,PAP 653,POLICY ANLYS: THEORETICAL FDNS,Sep 26-Dec 10,R,1600-1830,38,35,22,,,
FAB,170,CL,GENERAL POOL CLASSROOM/ GSE,COUN 534,TREATMT SUBST USE DISORD II,Sep 26-Dec 10,R,1840-2120,38,35,8,,,
FAB,170,CL,GENERAL POOL CLASSROOM/ GSE,ELP 551,SOCIAL FOUND OF ED,Sep 26-Dec 10,T,1840-2120,38,25,22,,,
FAB,170,CL,GENERAL POOL CLASSROOM/ GSE,ENG 318U,THE BIBLE AS LIT,Sep 26-Dec 10,TR,1000-1150,38,35,30,,,
FAB,170,CL,GENERAL POOL CLASSROOM/ GSE,PHL 432/ 532,PHILOSOPHY OF MIND,Sep 26-Dec 10,TR,1200-1350,38,38,32,,,
FAB,170,CL,GENERAL POOL CLASSROOM/ GSE,SPHR 394,GUIDED OBSERVATION,Sep 26-Dec 10,W,0900-0950,38,37,36,,,
FAB,170,CL,GENERAL POOL CLASSROOM/ GSE,ITP 510,TOP: FOUNDATIONS OF LITERACY,Sep 26-Dec 10,W,1630-2020,38,25,24,,,
,,,,,,,,,,,,,,
PNT,207,CL,GENERAL POOL CLASSROOM,ED 420/ 520,INTRO TO ED & SOC,Sep 26-Dec 10,M,1300-1550,38,35,23,,,
PNT,207,CL,GENERAL POOL CLASSROOM,PA 313U,FUNDAMENTALS OF PUBLIC SERVICE,Sep 26-Dec 10,MW,1000-1150,38,35,15,,,
PNT,207,CL,GENERAL POOL CLASSROOM,ENG 253,SURVEY OF AMER LIT I,Sep 26-Dec 10,MW,1640-1830,38,35,31,,,
PNT,207,CL,GENERAL POOL CLASSROOM,PA 540,ADMIN THEORY-BEHAV,Sep 26-Dec 10,R,1600-1830,38,35,24,,,
PNT,207,CL,GENERAL POOL CLASSROOM,UNST 194/ 394,TOP: COLLEGE SUCCESS,Oct 25-Nov 29,T,1640-1950,38,35,32,,,
PNT,207,CL,GENERAL POOL CLASSROOM,PHL 451/ 551,CLASSICAL FIGURES: HUSSERL,Sep 26-Dec 10,TR,1000-1150,38,38,16,,,
PNT,207,CL,GENERAL POOL CLASSROOM,ENG 387U,WOMEN'S LITERATURE,Sep 26-Dec 10,TR,1200-1350,38,35,36,,,
PNT,207,CL,GENERAL POOL CLASSROOM,INTL 471/ LING 471/ 571,UNDERSTAND INTL EXP,Sep 26-Dec 10,TR,1400-1550,38,38,24,,,
PNT,207,CL,GENERAL POOL CLASSROOM,SW 517,HEALTH ACROSS THE LIFESPAN I,Sep 26-Dec 10,W,1300-1550,38,20,16,,,
,,,,,,,,,,,,,,
UTS,306,CL,GENERAL POOL CLASSROOM,CR 512,PERSPECTIVES IN CR,Sep 26-Dec 10,M,1730-2110,38,15,12,,,
UTS,306,CL,GENERAL POOL CLASSROOM,ARCH 367U,FUND ENVIRON DESIGN,Sep 26-Dec 10,MW,0900-1120,38,35,18,,,
UTS,306,CL,GENERAL POOL CLASSROOM,ACTG 495,INTEGRATED ACTG ISSUES,Sep 26-Dec 10,TR,1000-1150,38,35,35,,,
UTS,306,CL,GENERAL POOL CLASSROOM,MIM 517,ACCTG-GLOBAL ENTERPR,Sep 26-Dec 10,TR,1200-1350,38,35,21,,,
UTS,306,CL,GENERAL POOL CLASSROOM,MIM 515,GLOBAL CONTEMPORARY MKTG,Sep 26-Dec 10,TR,1400-1550,38,35,21,,,
UTS,306,CL,GENERAL POOL CLASSROOM,COMM 410,TOP: ORGNZTNL COMM PROCESSES,Sep 26-Dec 10,TR,1640-1830,38,35,14,,,
UTS,306,CL,GENERAL POOL CLASSROOM,ITP 428/ 528,SECONDARY WORLD LANG METHODS,Sep 26-Dec 10,W,1630-2020,38,38,7,,,
,,,,,,,,,,,,,,
UTS,205,CL,GENERAL POOL CLASSROOM,EC 435/ 535,PUBLIC SPENDING & DEBT POLICY,Sep 26-Dec 10,MW,1640-1830,40,40,29,,,
UTS,205,CL,GENERAL POOL CLASSROOM,MS 211,LAND NAVIGATION,Sep 26-Dec 10,T,1400-1550,40,25,6,,,
UTS,205,CL,GENERAL POOL CLASSROOM,STAT 451/ 551,APPL STAT/ENGR & SCI I,Sep 26-Dec 10,TR,1000-1150,40,40,42,,,
UTS,205,CL,GENERAL POOL CLASSROOM,MTH 251,CALCULUS I,Sep 26-Dec 10,TR,1200-1350,40,40,37,,,
UTS,205,CL,GENERAL POOL CLASSROOM,TA 305U,UNDERSTANDING THEATER,Sep 26-Dec 10,TR,1640-1830,40,40,34,,,
UTS,205,CL,GENERAL POOL CLASSROOM,ITP 520,LITERACIES IN THE DISCIPLINES,Sep 26-Dec 10,W,0900-1150,40,35,25,,,
,,,,,,,,,,,,,,
UTS,209,CL,GENERAL POOL CLASSROOM,SOC 250,SOCIOLOGY FOR HEALTH SCIENCES,Sep 26-Dec 10,MW,1400-1550,40,40,30,,,
UTS,209,CL,GENERAL POOL CLASSROOM,MTH 070,ELEMENTARY ALGEBRA,Sep 26-Dec 10,MW,1640-1830,40,40,31,,,
UTS,209,CL,GENERAL POOL CLASSROOM,BA 339L,LAB FOR BA 339,Sep 26-Dec 10,R,1730-2020,40,40,30,,,
UTS,209,CL,GENERAL POOL CLASSROOM,SPHR 199,SPST: INTRO TO SPHR,Sep 26-Dec 10,TR,1000-1150,40,40,38,,,
UTS,209,CL,GENERAL POOL CLASSROOM,PS 200,INTRO TO POLITICS,Sep 26-Dec 10,TR,1200-1350,40,40,20,,,
UTS,209,CL,GENERAL POOL CLASSROOM,HST 454/ 554,TOP IN MEDIEVAL HST: HOLY WAR,Sep 26-Dec 10,TR,1400-1550,40,30,30,,,
UTS,209,CL,GENERAL POOL CLASSROOM,UNST 421,CAP: JUVENILE JUSTICE,Sep 26-Dec 10,W,1015-1235,40,16,15,,,
,,,,,,,,,,,,,,
UTS,210,CL,GENERAL POOL CLASSROOM,ED 420/ 520,INTRO TO ED & SOC,Sep 26-Dec 10,M,1600-1830,40,35,32,,,
UTS,210,CL,GENERAL POOL CLASSROOM,CS 451/ 551,NUMERICAL COMPUTATN,Sep 26-Dec 10,MW,1400-1550,40,40,35,,,
UTS,210,CL,GENERAL POOL CLASSROOM,LING 131,GRAMMAR/WRITING LEVEL 3,Sep 26-Dec 10,MWF,1015-1235,40,22,17,,,
UTS,210,CL,GENERAL POOL CLASSROOM,HST 199/ 399,SPST: WAR & HST: WORLD WAR I,Sep 26-Dec 10,TR,1000-1150,40,40,41,,,
UTS,210,CL,GENERAL POOL CLASSROOM,STAT 571,APPL MULTIVAR STAT ANLYS,Sep 26-Dec 10,TR,1200-1315,40,20,23,,,
UTS,210,CL,GENERAL POOL CLASSROOM,STAT 243,INTRO PROB & STAT I,Sep 26-Dec 10,TR,1640-1830,40,40,38,,,
UTS,210,CL,GENERAL POOL CLASSROOM,BI 341R,INTRO GENETICS REC,Sep 26-Dec 10,W,1700-1850,40,40,30,,,
,,,,,,,,,,,,,,
UTS,304,CL,GENERAL POOL CLASSROOM,USP 419/ 519,POPULATION & SOCIETY,Sep 26-Dec 10,MW,1200-1350,40,40,13,,,
UTS,304,CL,GENERAL POOL CLASSROOM,ART 497/ 597,HST OF ART & SOCIAL PRACTICE,Sep 26-Dec 10,MW,1400-1550,40,40,12,,,
UTS,304,CL,GENERAL POOL CLASSROOM,ASL 101,FIRST-YEAR ASL TM1,Sep 26-Dec 10,MWF,1015-1120,40,28,28,,,
UTS,304,CL,GENERAL POOL CLASSROOM,SPAN 201H,SECOND-YEAR SPANISH/HERITAGE,Sep 26-Dec 10,TR,1000-1150,40,25,9,,,
UTS,304,CL,GENERAL POOL CLASSROOM,PS 103,STATE OF THE WORLD,Sep 26-Dec 10,TR,1200-1350,40,40,28,,,
UTS,304,CL,GENERAL POOL CLASSROOM,MTH 253,CALCULUS III,Sep 26-Dec 10,TR,1400-1550,40,40,36,,,
UTS,304,CL,GENERAL POOL CLASSROOM,MTH 251,CALCULUS I,Sep 26-Dec 10,TR,1640-1830,40,40,37,,,
UTS,304,CL,GENERAL POOL CLASSROOM,MGMT 464,CONTEMPORARY LEADERSHIP ISSUES,Sep 26-Dec 10,W,1740-2120,40,40,31,,,
,,,,,,,,,,,,,,
LH,301,CL,GENERAL POOL CLASSROOM,CS 105,COMPUTING FUND I,Sep 26-Dec 10,MW,0815-1005,42,40,10,,,
LH,301,CL,GENERAL POOL CLASSROOM,COMM 410/ 510,TOP: COMMUNICATION&TECHNOLOGY,Sep 26-Dec 10,MW,1400-1550,42,35,28,,,
LH,301,CL,GENERAL POOL CLASSROOM,CFS 312U,HUM DEV IN THE FAMILY SETTING,Sep 26-Dec 10,MW,1640-1830,42,42,42,,,
LH,301,CL,GENERAL POOL CLASSROOM,BST 203,INTRO AFRICAN AMERICAN HISTORY,Sep 26-Dec 10,MWF,1015-1120,42,30,26,,,
LH,301,CL,GENERAL POOL CLASSROOM,INTL 452/ PS 452,THE EUROPEAN UNION,Sep 26-Dec 10,T,1200-1350,42,35,30,,,
LH,301,CL,GENERAL POOL CLASSROOM,PA 514,GLOBAL LEADERSHIP & MGMT,Sep 26-Dec 10,T,1840-2120,42,35,13,,,
LH,301,CL,GENERAL POOL CLASSROOM,MTH 070,ELEMENTARY ALGEBRA,Sep 26-Dec 10,TR,0800-0950,42,40,35,,,
LH,301,CL,GENERAL POOL CLASSROOM,SW 301U,INTRO TO SOCIAL WORK,Sep 26-Dec 10,TR,1000-1150,42,42,37,,,
LH,301,CL,GENERAL POOL CLASSROOM,PHL 330U,"LANG, REPRESENTATION, REALITY",Sep 26-Dec 10,TR,1400-1550,42,40,19,,,
LH,301,CL,GENERAL POOL CLASSROOM,STAT 244,INTRO PROB & STAT II,Sep 26-Dec 10,TR,1640-1830,42,40,34,,,
LH,301,CL,GENERAL POOL CLASSROOM,CH 384,ORG CHEM WORKSHOP I,Sep 26-Dec 10,W,1130-1320,42,12,8,,,
LH,301,CL,GENERAL POOL CLASSROOM,ITP 410/ 510,TOP: HUMAN DEV MULTI LING/CULT,Sep 26-Dec 10,W,1840-2120,42,25,26,,,
,,,,,,,,,,,,,,
FAB,46,CL,GENERAL POOL CLASSROOM,SPHR 581,STUTTERING,Sep 26-Dec 10,F,0800-0950,44,30,21,,,
FAB,46,CL,GENERAL POOL CLASSROOM,SPHR 581,STUTTERING,Sep 26-Dec 10,F,1000-1150,44,30,22,,,
FAB,46,CL,GENERAL POOL CLASSROOM,PAP 511,INTRODUCTION TO PUBLIC POLICY,Sep 26-Dec 10,M,1600-1830,44,40,19,,,
FAB,46,CL,GENERAL POOL CLASSROOM,ARCH 360,BUILDING TECTONICS 1,Sep 26-Dec 10,MW,0815-1005,44,44,42,,,
FAB,46,CL,GENERAL POOL CLASSROOM,BA 495,BUSINESS STRATEGY,Sep 26-Dec 10,MW,1030-1320,44,35,33,,,
FAB,46,CL,GENERAL POOL CLASSROOM,HST 343U,AMERICAN FAMILY HISTORY,Sep 26-Dec 10,MW,1400-1550,44,40,27,,,
FAB,46,CL,GENERAL POOL CLASSROOM,ITP 509,PRAC: INITAIL FIELD EXPERIENCE,Sep 29-Dec 08,R,1630-1830,44,25,13,,,
FAB,46,CL,GENERAL POOL CLASSROOM,ITP 452/ 552,REFLECTIVE PRACTITIONER,Sep 26-Dec 10,R,1840-2020,44,25,26,,,
FAB,46,CL,GENERAL POOL CLASSROOM,LIT 301,"TOP: INQ INTO LANG, LIT & CULT",Sep 26-Dec 10,R,2030-2120,44,25,20,,,
FAB,46,CL,GENERAL POOL CLASSROOM,ETM 522/ 622,COMMUNICATION & TEAM BUILDING,Sep 26-Dec 10,T,1730-2110,44,40,29,,,
FAB,46,CL,GENERAL POOL CLASSROOM,EC 316U,INTRO HEALTH CARE EC,Sep 26-Dec 10,TR,1000-1150,44,40,33,,,
FAB,46,CL,GENERAL POOL CLASSROOM,JPN 411/ 511,ADVANCED JAPANESE,Sep 26-Dec 10,TR,1200-1350,44,28,26,,,
FAB,46,CL,GENERAL POOL CLASSROOM,EC 448/ 548,EAST ASIAN ECONOMIC DVLPT,Sep 26-Dec 10,TR,1400-1550,44,40,31,,,
FAB,46,CL,GENERAL POOL CLASSROOM,SPHR 581,STUTTERING,Sep 26-Dec 10,W,1700-1750,44,30,21,,,
FAB,46,CL,GENERAL POOL CLASSROOM,SPHR 581,STUTTERING,Sep 26-Dec 10,W,1800-1850,44,30,22,,,
,,,,,,,,,,,,,,
FAB,171,CL,GENERAL POOL CLASSROOM/ GSE,COUN 593,CASE MANAGEMENT,Sep 26-Dec 10,M,1600-1830,44,20,11,,,
FAB,171,CL,GENERAL POOL CLASSROOM/ GSE,MTH 095,INTERMEDIATE ALGEBRA,Sep 26-Dec 10,MW,0815-1005,44,40,41,,,
FAB,171,CL,GENERAL POOL CLASSROOM/ GSE,FR 101,FIRST-YEAR FRENCH TM1,Sep 26-Dec 10,MWF,1015-1120,44,28,27,,,
FAB,171,CL,GENERAL POOL CLASSROOM/ GSE,FR 101,FIRST-YEAR FRENCH TM1,Sep 26-Dec 10,MWF,1130-1235,44,28,27,,,
FAB,171,CL,GENERAL POOL CLASSROOM/ GSE,MTH 105,EXCURSIONS IN MATH,Sep 26-Dec 10,MWF,1245-1350,44,40,29,,,
FAB,171,CL,GENERAL POOL CLASSROOM/ GSE,LING 144,ACADEMIC READNG NONNATIVE SPKR,Sep 26-Dec 10,MWF,1400-1505,44,20,17,,,
FAB,171,CL,GENERAL POOL CLASSROOM/ GSE,ITP 527,SEC SOC STUDIES METHODS,Sep 26-Dec 10,R,1630-2020,44,30,27,,,
FAB,171,CL,GENERAL POOL CLASSROOM/ GSE,COMM 487,"PROPAGANDA, PUBLIC REL & MEDIA",Sep 26-Dec 10,T,1000-1150,44,35,34,,,
FAB,171,CL,GENERAL POOL CLASSROOM/ GSE,HST 368,BRAZIL MEXICO IN 20TH CENTURY,Sep 26-Dec 10,T,1730-2110,44,40,6,,,
FAB,171,CL,GENERAL POOL CLASSROOM/ GSE,PSY 361/ 362,INDUSTRIAL PSYCHOLOGY,Sep 26-Dec 04,TR,1200-1350,44,40,38,,,
FAB,171,CL,GENERAL POOL CLASSROOM/ GSE,PSY 410/ 510,TOP: EARLY CHILDHOOD DEV & SCH,Sep 26-Dec 10,TR,1400-1550,44,40,38,,,
FAB,171,CL,GENERAL POOL CLASSROOM/ GSE,PHE 580/ SOPH 03,CNCPT ENVRMNTL HLTH,Sep 26-Dec 10,W,1600-1830,44,40,13,,,
FAB,171,CL,GENERAL POOL CLASSROOM/ GSE,ITP 455/ 555,LANG & LIT DEV DIVERSE LEARNRS,Sep 26-Dec 10,W,1840-2120,44,25,14,,,
,,,,,,,,,,,,,,
LH,247,CL,GENERAL POOL CLASSROOM,JPN 201,SECOND-YEAR JAPANESE TM1,Sep 26-Dec 10,MTWRF,0900-0950,44,28,10,,,
LH,247,CL,GENERAL POOL CLASSROOM,HON 403,WIC: THESIS: PROSPECTUS,Sep 26-Dec 10,MW,1000-1150,44,28,27,,,
LH,247,CL,GENERAL POOL CLASSROOM,PORT 101,FIRST-YEAR PORTUGUESE TM1,Sep 26-Dec 10,MWF,1245-1350,44,28,11,,,
LH,247,CL,GENERAL POOL CLASSROOM,MTH 111,INTRO COLL MATH I,Sep 26-Dec 10,MWF,1400-1505,44,40,36,,,
LH,247,CL,GENERAL POOL CLASSROOM,PSY 429,PSY RACE & GENDER IN SPORT,Sep 26-Dec 10,TR,1000-1150,44,40,38,,,
LH,247,CL,GENERAL POOL CLASSROOM,HST 297,HISTORY THROUGH FILM,Sep 26-Dec 10,TR,1200-1350,44,40,33,,,
LH,247,CL,GENERAL POOL CLASSROOM,MTH 112,INTRO COLL MATH II,Sep 26-Dec 10,TR,1400-1550,44,40,43,,,
LH,247,CL,GENERAL POOL CLASSROOM,ENG 335U,TOP: LITERATURE & FILM,Sep 26-Dec 10,TR,1640-1830,44,35,32,,,
LH,247,CL,GENERAL POOL CLASSROOM,PAP 510,TOP: INST DYNAMICS PUB POLICY,Sep 26-Dec 10,W,1600-1830,44,40,14,,,
LH,247,CL,GENERAL POOL CLASSROOM,NORW 101,FIRST-YEAR NORWEGIAN TM1,Sep 26-Dec 10,W,1840-2120,44,28,30,,,
,,,,,,,,,,,,,,
CH,183,CL,GENERAL POOL CLASSROOM,SPHR 471/ 571,NEUROLINGUISTICS,Sep 26-Dec 10,MW,1400-1550,46,40,33,,,
CH,183,CL,GENERAL POOL CLASSROOM,MTH 095,INTERMEDIATE ALGEBRA,Sep 26-Dec 10,MW,1640-1830,46,40,39,,,
CH,183,CL,GENERAL POOL CLASSROOM,MGMT 428,TEAM PROCESSES,Sep 26-Dec 10,MWF,0900-1005,46,45,25,,,
CH,183,CL,GENERAL POOL CLASSROOM,PHL 316U,SOCIAL & POLITICAL PHILOSOPHY,Sep 26-Dec 10,MWF,1015-1120,46,45,30,,,
CH,183,CL,GENERAL POOL CLASSROOM,BA 385,BUSINESS ENVIRONMENT,Sep 26-Dec 10,MWF,1130-1235,46,45,41,,,
CH,183,CL,GENERAL POOL CLASSROOM,MTH 261,INTRO TO LINEAR ALGEBRA,Sep 26-Dec 10,MWF,1245-1350,46,40,38,,,
CH,183,CL,GENERAL POOL CLASSROOM,ACTG 553,FIN STATEMENT ANALYS,Sep 26-Dec 10,T,1730-2110,46,45,43,,,
CH,183,CL,GENERAL POOL CLASSROOM,BA 385,BUSINESS ENVIRONMENT,Sep 26-Dec 10,TR,1000-1150,46,45,44,,,
CH,183,CL,GENERAL POOL CLASSROOM,CE 423/ 523,VIBRATN AN-STRUC ENG,Sep 26-Dec 10,TR,1200-1350,46,40,36,,,
CH,183,CL,GENERAL POOL CLASSROOM,FIN 441,FUND/DERIVATIVE SECURITIES,Sep 26-Dec 10,TR,1400-1550,46,45,27,,,
,,,,,,,,,,,,,,
FAB,47,CL,GENERAL POOL CLASSROOM,BI 341R,INTRO GENETICS REC,Sep 26-Dec 10,F,1400-1550,46,45,43,,,
FAB,47,CL,GENERAL POOL CLASSROOM,LING 232,INTRO TO LANGUAGE & SOCIETY,Sep 26-Dec 10,MW,1400-1550,46,30,26,,,
FAB,47,CL,GENERAL POOL CLASSROOM,ECE 421/ 521,ANALOG IC DESIGN I,Sep 26-Dec 10,MW,1640-1830,46,45,35,,,
FAB,47,CL,GENERAL POOL CLASSROOM,ECE 451/ 551,CONTROL SYS DESIGN I,Sep 26-Dec 10,MW,1840-2030,46,40,19,,,
FAB,47,CL,GENERAL POOL CLASSROOM,PS 371,WAR & MORALITY,Sep 26-Dec 10,MWF,0900-1005,46,45,19,,,
FAB,47,CL,GENERAL POOL CLASSROOM,PS 421/ 521,SUPREME COURT & AM POLITICS,Sep 26-Dec 10,MWF,1015-1120,46,45,43,,,
FAB,47,CL,GENERAL POOL CLASSROOM,PS 373,"VIOLENCE, REBELN & CIVIL WAR",Sep 26-Dec 10,MWF,1130-1235,46,45,20,,,
FAB,47,CL,GENERAL POOL CLASSROOM,FIN 465,FINANCE TOPICS/CASES,Sep 26-Dec 10,MWF,1245-1350,46,45,38,,,
FAB,47,CL,GENERAL POOL CLASSROOM,BA 301,RSRCH & ANALYSIS BUS PROBLEMS,Sep 26-Dec 10,TR,0800-0950,46,45,42,,,
FAB,47,CL,GENERAL POOL CLASSROOM,MKTG 340U,ADVERTISING,Sep 26-Dec 10,TR,1000-1150,46,45,50,,,
